q0,q1,v0,v1,v_max,a_max,j_max,dt
-29.344,28.216,98.442,44.052,103.871,809.663,9074.275,0.001
6.315,-8.483,30.682,-88.41,-183.266,-858.059,-1999.361,0.001
-16.22,22.425,7.093,52.159,53.258,452.762,3476.079,0.001
11.405,-20.515,54.988,97.593,164.483,568.12,1755.185,0.001
1.02,18.905,-19.315,-39.183,87.081,477.392,9269.673,0.001
-18.219,-12.689,-94.405,-85.463,124.02,423.683,-732.716,0.001
20.341,-26.893,71.836,16.26,187.32,997.728,-7143.67,0.001
-24.152,-18.698,74.427,90.773,-29.125,401.628,2618.154,0.001
-13.746,10.535,86.091,96.933,117.511,476.623,9670.101,0.001
-3.27,10.435,20.505,-82.199,121.76,-790.464,3596.121,0.001
4.431,4.927,-59.799,-30.859,-196.813,305.549,-5241.887,0.001
-23.56,-22.044,-47.666,-2.228,-6.956,841.777,8916.839,0.001
-23.373,11.447,-78.904,79.127,-193.132,377.545,-1294.785,0.001
-29.042,-28.864,-81.338,-6.934,94.969,-664.035,7642.109,0.001
-4.475,-23.294,43.314,85.757,-82.981,589.066,-2183.501,0.001
-11.971,27.031,-54.597,-94.837,-182.729,540.697,2824.321,0.001
-13.681,-14.667,58.378,-87.499,46.821,-301.388,1457.531,0.001
9.344,27.202,-36.79,-62.212,40.343,-276.274,-922.387,0.001
15.966,0.448,65.678,-73.818,183.121,-219.653,995.304,0.001
24.633,-3.699,74.157,-65.103,-62.667,651.699,5411.46,0.001
-1.259,-15.209,29.788,-23.718,65.393,179.604,8183.741,0.001
22.441,22.051,78.557,-8.66,-191.558,-709.189,-5858.426,0.001
-25.016,-6.639,22.261,45.938,-79.444,-835.814,-1622.233,0.001
10.448,-24.554,-87.522,68.173,-71.242,-784.043,-7973.344,0.001
14.393,-10.117,45.273,-72.438,127.699,924.289,-8390.077,0.001
-6.901,16.578,58.989,90.692,18.533,-352.505,-5954.002,0.001
9.536,19.67,-47.995,36.02,-41.072,109.937,8882.713,0.001
-28.834,-26.642,-17.363,7.721,-96.504,739.841,1306.809,0.001
5.897,-11.655,87.972,87.727,37.203,-148.208,-1193.061,0.001
-9.934,19.29,-28.417,-15.938,-197.201,177.124,-1090.287,0.001
-23.157,1.215,-87.253,26.799,144.387,356.751,-6091.376,0.001
10.078,14.157,54.543,-14.915,25.486,-930.922,-7528.423,0.001
2.583,-5.131,-62.837,30.479,-9.622,-810.209,-3390.456,0.001
-19.357,-15.994,82.306,-64.703,-74.275,524.465,8541.453,0.001
-6.244,-21.296,4.113,84.216,-180.567,301.728,342.057,0.01
-0.47,-13.295,44.17,-25.829,109.45,-676.126,-9355.442,0.001
-3.727,-13.118,82.573,66.912,-185.669,907.512,-5404.121,0.001
8.122,-4.899,85.275,72.997,-4.468,-309.129,-2224.927,0.001
-20.836,-28.098,-24.925,76.81,-8.491,941.189,5056.71,0.001
25.759,-4.387,20.846,12.681,2.991,-883.005,-7861.81,0.001
22.21,-26.793,20.487,51.083,8.071,-667.811,-3186.548,0.001
-14.065,26.256,-40.193,-93.976,-79.753,-950.223,9502.905,0.001
0.543,26.617,-23.926,-84.133,-16.424,370.896,-9503.044,0.01
-0.573,4.291,-43.403,15.283,-21.876,36.374,3212.647,0.01
-27.508,16.232,-6.942,-28.668,69.815,617.234,2434.264,0.001
-5.721,-12.546,-41.969,-36.768,-75.699,970.653,-9462.821,0.01
-7.292,-24.401,65.811,-52.675,-124.297,549.751,4238.955,0.001
-19.987,22.287,-86.097,-50.73,-131.212,460.552,-1230.052,0.001
20.97,-9.012,-23.606,-69.875,-197.628,-908.241,-7840.413,0.01
9.167,9.725,-18.776,-75.056,185.93,931.521,3230.329,0.001
1.126,-8.445,-4.42,12.651,-150.522,184.131,8435.24,0.001
13.26,-20.101,-56.797,5.245,-74.376,950.322,-6893.552,0.001
-25.126,6.772,63.679,49.992,-105.836,-615.063,1782.287,0.01
25.662,-25.126,86.922,-67.838,-60.884,859.776,-6690.882,0.001
-27.959,26.871,74.174,-71.757,-108.661,74.768,-2635.38,0.001
-16.41,7.524,-4.393,-78.696,127.279,789.495,-2738.013,0.001
-0.009,-13.226,95.023,87.186,-46.144,525.01,-74.842,0.001
-21.463,-0.028,-62.935,-97.803,113.378,-798.043,605.966,0.001
-14.871,11.958,21.308,-59.244,-50.914,-199.56,8001.021,0.001
24.489,17.607,-8.493,28.397,-32.562,-829.871,5969.222,0.001
2.262,0.627,-60.885,-15.404,83.504,-732.947,-9511.772,0.001
21.51,-24.812,-39.042,91.558,195.966,-900.707,-4435.632,0.01
1.395,10.291,-36.43,-43.233,72.896,137.224,-6882.602,0.001
20.974,-11.725,21.046,77.463,143.167,-694.329,-6570.414,0.001
-15.696,27.08,-6.93,-86.872,-8.618,-891.116,-2685.665,0.001
-23.051,2.476,-25.81,68.677,-181.064,-199.048,-8532.51,0.001
8.83,-21.569,87.732,-44.694,26.452,-57.117,17.677,0.001
-23.546,24.813,82.49,14.311,-106.791,-591.595,4188.476,0.01
-12.868,-26.566,93.365,29.929,112.47,-634.062,-1124.39,0.001
-24.096,-11.223,15.027,74.945,-142.509,546.878,6631.034,0.001
-12.823,-16.303,-14.282,-2.49,22.043,213.409,4191.375,0.001
24.744,21.986,-98.9,-62.781,-38.91,821.89,-5652.191,0.001
0.83,22.274,-94.95,-30.148,0.812,220.593,8982.052,0.001
-14.11,21.731,19.348,-13.069,150.855,-146.655,-9766.674,0.001
-9.453,-15.907,-73.626,20.935,144.681,-240.703,1591.812,0.001
-0.515,-8.456,87.439,15.439,8.762,888.433,-4054.013,0.001
17.511,0.087,-37.904,1.27,95.532,994.74,6068.199,0.01
-14.592,2.868,66.252,-50.233,48.833,-603.351,9025.309,0.001
7.12,-1.195,-93.326,6.749,38.974,982.343,-2463.449,0.001
29.762,20.167,71.953,54.572,53.534,896.95,-6577.009,0.001
-29.189,-18.112,81.023,10.209,-53.737,-467.102,-5066.246,0.01
-2.474,-21.821,-62.174,47.948,40.849,-789.911,9188.245,0.001
1.254,-27.992,2.953,89.541,-47.761,-216.87,-9809.075,0.001
22.639,17.03,-46.085,59.138,-128.272,339.962,3815.331,0.001
-20.925,17.633,-71.012,-47.855,-71.02,-237.286,-9771.81,0.001
-18.889,9.199,-40.223,99.684,-104.698,520.217,3892.628,0.001
25.792,11.521,71.545,-35.918,199.828,-127.86,5723.03,0.001
17.05,-27.472,71.532,61.684,100.986,151.258,1215.597,0.001
-20.423,26.078,-72.161,47.117,90.809,-372.425,-4378.916,0.01
26.204,5.925,-41.276,44.596,-126.309,71.166,60.921,0.001
-26.077,-21.635,73.946,-85.124,149.773,646.574,-470.519,0.001
-7.169,16.026,7.533,33.438,90.118,-737.076,529.662,0.001
11.522,6.955,-60.702,-14.134,-40.299,315.636,-6161.679,0.001
-28.328,4.643,68.733,49.282,-69.35,516.345,-4951.464,0.001
23.242,0.419,-35.675,-37.328,-58.131,53.081,-6609.813,0.001
24.994,19.882,77.017,73.281,-131.225,-630.254,5654.074,0.01
-3.69,-9.466,8.549,-72.829,99.246,-895.373,4227.957,0.001
-16.309,22.711,-5.447,47.248,108.703,-152.532,-7269.303,0.001
6.549,-11.394,-83.17,14.923,-8.437,-433.828,-4535.582,0.001
25.522,10.969,-79.049,7.213,132.004,-400.22,-6424.648,0.01
8.137,-29.703,68.544,19.086,26.533,-100.784,8910.709,0.001
-26.711,-9.778,77.413,48.023,171.232,-421.041,1639.676,0.001
29.531,-2.557,-2.759,35.2,-43.598,394.116,-7088.786,0.01
-12.263,-12.631,-3.155,72.957,-54.183,914.692,-1589.514,0.001
-15.595,16.141,-88.549,-73.446,-158.085,447.791,6794.822,0.001
-6.848,-21.898,-87.839,-0.824,-152.164,-738.189,-8885.432,0.001
-14.333,21.123,-61.389,84.954,-97.051,-53.419,-3840.3,0.001
-16.518,17.303,-28.77,-58.522,-73.094,166.443,1188.539,0.01
-7.912,10.918,86.747,63.321,-25.114,87.013,-7993.517,0.001
-19.542,-6.682,15.653,-6.721,-104.167,-852.313,-3967.725,0.001
16.088,22.033,-88.855,-54.824,142.351,186.384,-4843.891,0.01
5.022,-19.119,-49.418,-80.736,-79.485,145.557,1412.774,0.01
-11.105,-17.248,51.502,13.318,-115.687,506.045,8035.197,0.001
24.259,27.745,-50.832,-3.462,152.77,-835.27,5783.637,0.001
23.884,-3.973,97.325,39.592,-24.07,-295.424,9179.276,0.001
-3.913,5.734,-29.053,-96.089,32.692,-843.608,4184.446,0.01
-25.762,15.273,83.75,43.254,174.204,764.039,384.383,0.001
8.699,11.538,91.97,15.035,-132.96,-708.928,-6361.335,0.001
20.3,-3.365,90.34,13.087,169.281,671.307,3207.192,0.01
24.224,6.945,20.748,98.803,-131.659,-372.105,9986.793,0.01
7.207,-19.968,-51.441,-62.151,174.945,-105.162,-8025.069,0.001
-4.5,8.927,-63.222,-23.844,-103.99,366.667,6404.27,0.001
-29.647,-15.13,-68.154,27.33,-1.958,739.302,839.366,0.001
28.206,0.94,49.085,-74.756,140.019,-430.921,-742.709,0.001
1.843,3.98,-17.792,48.749,-73.748,-540.56,2814.51,0.001
-9.555,13.299,-55.387,56.86,-178.342,78.301,425.84,0.01
5.513,-10.126,38.518,-97.764,46.193,-240.215,9240.236,0.001
23.478,29.436,-10.276,61.711,29.654,-798.402,7822.672,0.001
-2.792,-10.887,28.837,89.878,-127.435,734.405,1386.029,0.001
11.653,-19.711,63.483,-7.404,-130.84,-150.883,84.604,0.001
24.893,17.517,79.329,46.321,150.747,-718.973,-5304.275,0.001
-23.315,-26.883,77.228,-39.413,60.125,-167.885,-3936.868,0.01
-16.594,17.514,-35.19,-89.211,7.66,-128.424,-873.467,0.001
-0.709,21.699,-59.417,76.084,75.63,-598.063,-5198.22,0.001
17.897,-23.615,-89.148,22.882,62.285,-864.056,36.656,0.001
-3.536,-19.568,71.077,-99.316,87.15,954.53,-9285.172,0.001
-19.826,-29.11,64.248,92.681,113.367,489.317,8354.029,0.001
22.986,-12.862,-77.361,28.914,65.445,97.03,6416.957,0.01
-28.276,-29.558,92.776,-2.228,-164.016,820.644,-2566.446,0.001
-8.472,15.721,60.396,-64.258,-49.017,-640.415,-1531.971,0.001
21.854,22.796,-84.22,-22.215,69.429,-197.002,9583.631,0.01
14.113,17.725,40.346,22.077,-107.379,-561.414,-707.114,0.001
9.36,-14.061,60.024,30.408,-143.63,614.102,-9014.485,0.001
-0.233,7.403,-37.384,70.659,141.336,-277.749,-5548.652,0.001
-24.094,-26.84,25.204,-3.938,91.726,-314.757,-1800.825,0.001
-14.226,14.229,-76.743,9.684,-68.517,492.432,-9627.319,0.01
-2.153,-9.747,-83.521,-97.467,-167.903,412.705,7016.605,0.001
0.712,10.911,-58.031,97.545,97.997,184.779,-4588.915,0.001
5.789,-10.681,-69.228,-92.513,84.832,-409.885,-7286.529,0.001
-1.763,-17.176,75.678,-61.171,-24.42,-143.544,7615.338,0.001
-5.179,9.759,-21.097,-11.851,-116.297,-533.848,-3277.05,0.001
0.791,-29.93,36.28,-51.303,153.992,-405.691,2238.069,0.001
-20.592,15.103,31.12,32.536,176.291,-198.821,-9523.145,0.001
-15.459,14.23,-43.899,3.974,-101.016,878.517,6048.04,0.001
-18.261,3.274,65.537,44.118,41.022,261.086,2225.721,0.001
11.999,29.765,74.793,-79.006,54.38,808.805,-3860.204,0.001
2.852,-7.093,-42.187,-59.872,-179.819,643.907,-8291.329,0.001
-23.917,21.096,-19.52,89.398,34.599,-488.353,-9147.251,0.001
-9.149,27.381,62.732,89.874,36.333,-228.521,7313.302,0.01
23.03,-18.95,-90.013,29.508,-46.875,-749.318,2893.416,0.001
-23.062,-13.379,-80.676,-92.348,160.046,621.47,-6184.143,0.001
22.183,-19.109,-36.864,-75.329,72.787,917.547,-1861.481,0.001
12.9,26.14,80.668,-41.205,136.78,-11.517,1715.306,0.001
-19.939,10.759,15.217,36.2,148.282,-965.046,-8529.543,0.01
22.97,-9.369,-65.851,28.857,4.726,778.35,7401.335,0.001
-25.365,-1.154,-83.946,-62.47,-163.384,931.209,-113.156,0.001
12.185,-0.34,9.378,-16.639,105.32,252.253,-5455.224,0.001
10.171,-7.314,66.7,56.47,27.505,-89.224,8417.829,0.001
11.285,-3.999,-71.503,-77.542,7.043,75.965,-8739.065,0.001
29.314,23.86,80.582,-17.239,181.573,-253.432,8509.205,0.001
-26.38,-11.015,-21.666,55.232,94.981,773.334,-5483.458,0.001
7.297,12.589,-77.952,-12.17,-34.076,912.341,8209.287,0.001
-0.794,17.899,-39.38,-22.305,168.364,700.403,1282.144,0.001
-11.717,28.207,86.035,-90.027,47.795,635.435,-2657.307,0.001
-21.24,1.913,-79.759,-82.225,21.87,176.487,-4680.324,0.001
27.331,-5.937,48.679,-82.498,-172.086,-550.659,-4364.233,0.001
27.63,20.44,-14.627,-64.922,130.585,-562.269,8330.494,0.001
22.43,-20.025,-41.965,23.011,-173.449,-367.427,4868.635,0.001
15.005,-1.545,-46.253,31.521,-28.177,475.191,-9062.211,0.001
-7.207,-19.923,98.345,-72.018,135.339,-68.263,6770.589,0.001
7.072,-17.185,-37.017,42.139,-63.622,-472.444,8979.294,0.001
12.624,-3.285,-49.629,95.033,-123.839,-284.828,-3968.523,0.01
-26.503,-0.633,-11.04,-69.522,141.203,-474.248,-1834.138,0.001
3.903,28.369,78.004,-81.426,-174.29,-483.123,9356.892,0.001
2.703,8.78,-84.636,-54.485,-58.046,-891.422,-5800.336,0.001
28.436,27.746,-36.866,-82.285,16.58,281.812,-2552.418,0.01
-22.903,16.33,83.847,41.484,-116.386,777.71,-4265,0.001
8.073,24.296,-44.679,94.228,197.701,525.634,9872.704,0.001
-21.153,-28.517,24.75,-21.071,-85.471,768.529,-1638.27,0.01
-17.139,25.901,-1.646,-11.428,149.993,892.76,-7329.433,0.001
-27.931,-15.576,1.286,62.873,-52.193,-407.249,-9340.252,0.001
16.446,-20.324,-34.142,90.741,-43.978,-692.656,7649.048,0.001
-14.54,27.679,-96.907,67.179,-111.266,-822.098,3513.548,0.001
17.142,-2.174,23.234,-42.212,-94.506,11.587,4379.798,0.001
6.583,-25.115,96.603,64.833,143.504,772.13,-772.941,0.001
-28.226,21.735,20.559,98.809,-192.529,-934.042,6525.83,0.001
24.584,-28.421,2.23,46.974,87.211,184.511,-6862.616,0.01
-7.559,23.4,-1.207,-58.973,-129.673,-156.683,-5699.606,0.001
-5.162,18.358,-58.007,43.236,-52.615,818.283,-7355.807,0.001
25.475,-6.811,27.709,-65.812,135.815,-235.806,-4060.453,0.001
-2.616,9.408,47.545,-43.065,135.518,-983.656,8485.772,0.01
28.064,-9.483,-49.694,-60.868,197.424,-75.969,6633.374,0.001
-18.151,-16.946,30.95,-83.021,62.314,389.563,3661.151,0.001
17.123,20.908,19.045,-50.515,-80.896,-923.822,-3393.738,0.001
20.297,-24.833,7.81,-59.835,-184.572,-851.653,4031.038,0.01
16.304,24.164,-82.672,-43.815,24.489,-428.954,-6731.442,0.001
-6.811,9.999,97.806,90.902,72.445,526.521,3862.961,0.01
26.899,-19.414,-84.366,-26.377,137.872,-762.065,3510.677,0.001
2.422,6.689,-82.291,-55.319,186.258,-990.566,4226.474,0.01
2.822,29.647,-96.897,57.276,175.076,886.637,-9483.427,0.001
-12.191,-9.993,90.85,-19.272,44.814,642.04,-7767.391,0.001
14.947,-3.112,9.62,-42.414,167.071,-77.439,6058.52,0.001
-22.906,0.198,21.19,-15.627,98.144,993.945,6815.104,0.01
-20.08,-26.703,-97.449,29.242,-20.537,-319.486,6423.378,0.001
29.488,3.129,9.826,-65.922,-159.608,-415.914,3563.046,0.001
-25.96,-3.165,1.175,74.639,-47.185,-657.206,7125.234,0.001
15.504,-18.9,60.613,42.815,-135.028,-620.986,6018.561,0.001
-4.042,-23.075,1.826,-68.011,-59.081,251.138,4592.251,0.001
-21.51,-21.87,51.581,-82.523,62.457,316.785,4815.671,0.001
-26.996,26.962,95.796,-76.154,-37.769,737.924,-8830.253,0.001
27.95,2.875,82.665,99.271,111.512,651.766,-7802.401,0.001
-16.299,-24.599,-35.013,22.757,-156.88,-939.112,9405.274,0.001
-6.775,19.592,9.901,-46.525,180.641,-509.169,-6018.603,0.01
-21.12,-1.437,70.161,-49.887,-116.777,576.055,-6824.3,0.001
4.874,24.534,44.751,49.871,190.12,-203.84,-4107.636,0.001
-4.032,-18.301,46.598,-31.122,1.752,-800.858,8846.441,0.001
-23.818,-3.892,88.282,44.319,2.851,-297.497,-9901.769,0.001
-29.692,11.301,34.648,53.832,141.327,549.293,1046.433,0.01
-6.338,22.968,-2.324,98.78,-183.116,308.78,6633.859,0.001
22.86,-2.057,-31.37,-36.339,-91.225,-963.733,908.394,0.001
-12.423,-25.096,73.667,-5.211,66.892,-696.177,-1495.867,0.001
11.25,10.84,-31.61,-58.644,182.602,449.62,6062.359,0.001
14.291,-24.534,-29.894,56.921,191,-331.417,4320.677,0.001
24.215,-26.629,-55.226,-23.562,48.305,-198.442,-6840.861,0.001
13.252,29.266,-86.423,-52.97,106.557,463.359,9474.863,0.001
8.632,-15.971,87.501,-11.604,-77.662,-189.825,-7158.285,0.001
10.643,18.737,-39.977,-93.572,-38.996,600.966,5031.773,0.01
13.916,-21.498,84.373,65.96,13.812,-487.916,-8628.165,0.001
23.919,17.283,-55.693,75.522,173.372,-461.846,8816.267,0.001
26.026,2.235,-9.781,89.185,-118.542,-720.27,-2520.045,0.01
-3.535,-15.864,-54.021,-20.42,47.431,146.04,6993.165,0.001
-8.933,-5.45,-4.844,-28.295,85.391,182.894,-5168.927,0.001
25.852,-20.194,-45.72,75.651,-181.11,-430.213,-6467.517,0.001
27.239,-3.535,-29.251,99.852,36.16,-246.687,9400.52,0.001
-25.882,-4.39,-27.269,-66.286,43.406,-204.026,-4302.108,0.01
-9.494,-11.154,31.414,82.642,-127.176,489.16,3776.582,0.001
-29.175,26.513,-44.07,97.194,-5.325,-137.845,-2368.402,0.001
-6.234,-15.23,-88.004,58.174,-98.939,790.572,-5782.011,0.001
6.305,29.888,-26.203,63.903,-170.685,0.567,1446.758,0.001
-21.234,-26.627,-47.502,12.548,36.604,816.072,5170.541,0.001
-5.627,21.817,-15.886,33.61,131.447,-990.043,-2232.893,0.001
-25.469,5.169,-60.007,21.918,-81.824,-512.58,1099.263,0.001
6.943,5.206,56.366,66.427,-106.956,517.078,3719.459,0.001
-10.054,-6.373,-73.38,80.992,-179.107,-179.21,4185.814,0.001
-24.893,-0.872,-31.559,62.717,-158.45,-829.898,-3634.265,0.001
15.069,-0.191,-37.217,74.365,101.193,-421.617,-575.043,0.001
14.804,18.074,75.78,91.857,90.034,-360.368,9641.218,0.001
-16.114,-4.262,9.683,-22.667,-27.666,-962.062,-5835.33,0.001
-11.123,6.362,-88.666,22.002,-151.788,-144.189,-3352.268,0.001
-20.289,7.958,62.546,-58.446,-39.902,-202.443,-2504.809,0.01
-27.462,1.542,31.801,16.276,-2.803,583.982,-5688.462,0.001
3.228,-5.757,-76.563,-63.296,-2.716,-301.536,-495.009,0.001
10.298,11.375,-44.111,39.373,-70.794,-210.68,1541.029,0.001
29.254,-4.486,6.142,45.621,-132.462,-836.703,-4816.756,0.001
23.922,-15.678,46.455,12.766,180.414,597.72,-1698.881,0.001
-21.087,16.467,65.271,-86.528,13.133,-43.795,584.194,0.001
-24.694,-18.004,-54.117,-89.22,95.748,-913.07,-60.793,0.01
-8.844,-9.997,84.517,-5.531,3.919,406.3,773.49,0.001
21.04,-9.236,-26.509,-43.697,149.496,855.656,-4080.354,0.001
12.196,-3.643,-92.39,69.34,37.02,-67.252,8762.596,0.001
-20.215,20.43,29.778,31.476,33.562,325.224,-3121.415,0.001
-18.127,17.888,63.559,93.118,195.888,771.511,7176.911,0.001
26.253,9.946,-15.789,44.088,-119.057,-649.43,6489.629,0.001
-14.257,-14.799,61,-36.142,-6.302,599.674,1311.936,0.001
-27.555,-9.045,-58.627,94.977,-180.306,109.588,8355.413,0.001
8.93,-2.687,-37.765,9.426,-43.726,573.714,6409.903,0.001
-6.797,12.404,74.521,7.632,-69.784,943.892,-3763.829,0.001
12.273,-0.056,17.347,64.319,59.59,-753.6,5652.606,0.001
-25.847,-9.096,50.362,-14.269,-47.659,-822.186,-7110.769,0.001
25.862,18.389,51.002,98.91,74.935,158.376,7120.178,0.001
-14.704,-19.613,-94.396,-68.256,-72.554,761.659,-75.254,0.01
10.35,-17.106,28.449,18.599,-156.488,-128.973,8678.767,0.001
-14.855,20.723,38.578,13.485,152.217,179.953,6274.71,0.001
26.667,-4.007,-53.564,-43.054,174.99,832.71,780.602,0.01
-10.42,26.403,-41.905,78.537,134.469,-667.762,7687.859,0.01
26.206,16.944,-58.879,3.84,173.457,850.269,-24.076,0.01
-14.312,19.685,68.633,-30.132,192.99,132.06,1313.548,0.001
20.537,-13.483,-80.94,-46.416,-77.637,186.162,1931.389,0.01
9.037,-6.711,-61.859,-74.327,139.387,438.897,-3522.383,0.001
8.072,26.016,52.616,13.118,45.591,813.046,2219.861,0.001
-12.111,-3.244,-57.029,95.217,-0.673,778.177,8903.266,0.001
9.194,-14.21,-90.628,-87.656,151.936,-728.529,-2261.341,0.001
28.754,14.226,-64.276,50.89,121.879,-508.334,-1655.708,0.001
12.078,3.331,-12.572,-39.467,122.276,-268.435,-8966.05,0.001
-8.766,0.463,40.313,-88.685,-169.073,-312.58,5783.723,0.001
14.417,-9.2,-12.668,-2.818,52.678,710.3,-1367.111,0.001
-12.294,-29.73,-33.457,96.372,-162.902,408.469,3807.382,0.001
-1.792,-13.038,-2.808,20.445,-130.671,331.37,3025.599,0.001
15.509,20.716,-97.804,63.889,-84.727,48.35,4380.341,0.001
2.443,-11.111,-89.229,-16.211,25.584,692.856,-2411.734,0.001
18.485,26.48,-28.541,69.824,-102.071,-715.653,2139.442,0.01
-20.954,10.096,53.794,-71.788,126.824,-135.093,2906.605,0.001
-17.952,-29.385,22.869,11.35,-172.04,-732.186,-3605.245,0.01
15.86,14.197,16.786,92.218,161.901,-785.261,9990.712,0.001
-12.167,-7.155,40.915,74.966,92.776,-193.111,1546.885,0.001
-0.16,29.94,2.036,-42.416,-120.013,-259.12,4781.216,0.001
7.808,-17.839,15.26,-27.011,67.295,-296.052,-9275.532,0.001
-4.546,-21.015,93.129,-4.491,14.401,470.627,-5869.852,0.001
-18.384,18.067,-70.513,-30.107,-141.213,-386.204,6403.408,0.001
-25.901,27.923,55.084,-24.041,-28.763,-370.675,-7193.161,0.001
-23.482,25.284,37.92,-38.652,172.877,-908.5,-2778.538,0.001
-3.694,16.149,-76.351,-86.228,-124.516,-618.428,-3528.534,0.001
-6.675,-4.015,51.815,-12.023,-116.913,629.332,-9369.677,0.001
-14.888,-26.827,-33.299,11.966,33.27,959.435,-4114.783,0.001
8.52,27.602,35.343,61.143,-88.755,-229.022,9472.612,0.001
8.842,-20.652,-20.458,2.753,111.745,465.828,-6880.766,0.01
7.329,-21.574,-73.297,-61.29,-106.471,763.799,-222.236,0.001
-28.186,12.904,23.329,-16.219,-145.813,-973.033,2614.76,0.001
-15.073,26.737,59.303,-5.011,108.282,455.653,1193.234,0.01
12.786,14.696,17.724,-31.365,-199.258,369.049,-1041.13,0.001
14.009,3.668,12.951,-9.336,156.709,128.88,-1811.275,0.001
23.307,-21.279,-63.826,-84.513,-163.477,234.538,-7424.53,0.001
2.335,8.046,2.306,59.521,-196.068,764.279,1140.572,0.001
-18.506,7.654,92.95,-57.437,117.24,585.594,-3147.963,0.001
16.35,20.897,9.457,-68.605,-13.942,505.544,1024.922,0.001
7.101,24.168,10.872,-27.182,0.01,-884.324,-9662.071,0.01
26.31,-22.717,-61.238,11.71,-188.454,990.687,5719.947,0.001
-0.487,-25.222,-46.092,-38.375,114.697,-570.934,3458.097,0.001
-8.742,2.493,85.903,-6.498,-20.687,534.52,7846.068,0.001
18.855,20.607,-79.399,4.358,87.043,968.307,-8516.306,0.001
-10.726,-26.705,-63.28,-89.411,-162.933,-691.927,7451.013,0.001
28.571,17.86,-51.385,-77.415,185.259,-691.264,5563.291,0.001
-7.3,-29.288,48.932,-62.735,-102.895,-376.354,-2860.979,0.01
-24.436,-12.277,-51.215,22.434,19.816,-703.433,6862.963,0.001
-28.738,-16.813,-17.709,97.156,-148.279,608.756,2943.83,0.001
1.755,28.806,-47.056,72.159,-197.112,34.745,-3758.649,0.001
-24.187,-24.441,-5.952,-39.222,176.853,-287.902,1430.126,0.001
24.89,13.299,-23.147,-62.561,7.931,-458.071,5784.868,0.01
13.414,18.346,-58.243,82.554,-130.719,187.076,-9370.429,0.001
-2.519,-9.334,-84.523,-47.678,-15.616,190.45,-5034.557,0.001
-13.747,27.663,88.174,34.134,-48.578,-635.293,-7460.684,0.001
19.882,17.252,4.416,-44.506,28.484,640.924,-2562.51,0.001
-26.557,-2.206,-43.951,-73.137,-158.257,-433.587,5774.363,0.001
3.32,-5.257,-16.616,-83.727,-64.545,-334.917,3169.6,0.001
5.687,-29.343,-47.083,-13.03,-121.451,-786.551,4274.578,0.01
-11.58,-7.084,4.925,-35.995,-104.909,-498.946,-2340.567,0.001
-8.042,-27.307,-18.84,-51.692,-93.353,-743.061,3003.995,0.001
29.623,20.552,10.719,84.282,-10.777,481.158,4233.94,0.001
7.031,-26.367,-45.858,-63.434,191.528,49.057,9036.938,0.001
19.003,-19.617,58.463,0.571,-197.906,-810.814,-2487.325,0.001
6.052,29.328,-93.622,19.84,100.209,146.37,6124.649,0.001
-26.747,-9.479,36.125,-10.772,162.421,294.414,-9867.117,0.001
-26.43,2.034,74.518,-46.833,-170.828,882.544,7261.17,0.001
-3.942,26.446,98.358,-33.713,64.156,-845.118,-7453.873,0.001
11.229,-27.7,59.353,-56.367,-35.444,107.897,-8637.238,0.001
10.401,-19.556,30.135,-54.26,-197.529,869.473,5802.125,0.001
-8.447,-19.808,7.02,-24.576,42.485,-964.438,9241.097,0.001
-0.521,16.63,-42.521,55.798,-113.042,532.904,7147.775,0.001
-19.618,-27.961,-80.316,3.97,-125.461,895.643,9401.432,0.001
-23.284,-0.578,17.978,-72.153,-187.308,619.032,9945.992,0.001
4.46,14.818,82.864,26.392,43.097,724.538,3635.72,0.001
-7.709,16.002,-25.758,53.09,77.506,-974.476,-9847.246,0.001
-8.553,-11.613,-43.17,-9.416,-80.717,-202.306,7172.686,0.001
-24.276,-18.179,-55.453,28.577,-38.223,328.474,-4605.847,0.001
29.099,0.082,-89.373,72.85,-195.467,-741.73,-5962.109,0.001
-4.61,-28.235,79.647,-66.402,5.667,906.754,-1824.712,0.001
15.934,-4.27,-60.118,23.758,58.012,579.613,5091.45,0.01
14.717,4.936,42.854,14.427,131.132,-175.089,346.041,0.01
21.97,-25.764,46.271,-67.902,-31.98,-244.718,8767.015,0.001
18.564,10.927,-54.215,57.322,19.462,-369.402,-8649.134,0.001
1.297,22.333,37.674,-22.17,-90.635,-478.667,-7834.782,0.001
-14.63,-27.071,52.416,70.986,61.816,202.887,-5794.583,0.001
22.983,-25.774,-29.989,76.342,-168.85,-806.167,3795.695,0.01
20.875,-7.78,-50.885,10.515,76.017,546.963,-2704.324,0.01
-28.754,-19.067,-55.36,39.754,-68.805,254.2,-3469.394,0.01
-26.398,-26.211,-50.638,99.794,-7.495,704.403,-5741.565,0.01
11.357,-10.402,46.173,-42.592,63.914,793.851,3399.279,0.001
-14.358,21.634,60.873,41.998,2.827,311.619,7497.615,0.001
-28.745,5.712,55.365,-20.997,-94.177,-151.626,-6019.344,0.001
5.504,-4.776,-67.519,40.015,11.679,-140.995,1285.246,0.001
-27.625,0.121,-30.565,45.526,52.853,-80.209,-7795.847,0.001
-23.839,-8.988,-93.86,-95.779,87.178,-165.231,-2517.913,0.001
-8.329,-22.268,-93.004,17.94,-125.19,-408.295,2493.841,0.001
